index src_type src_gid src_vis_x src_vis_y presyn_type N_syn
30 transient_OFF 5531 133.175 65.402 LGN_exc 30
30 transient_ON 62 144.052 58.750 LGN_exc 30
30 transient_ON 72 142.230 68.791 LGN_exc 30
30 transient_ON 323 144.953 59.963 LGN_exc 30
30 transient_ON 730 142.282 65.439 LGN_exc 30
30 transient_ON 765 145.141 64.780 LGN_exc 30
30 transient_ON 1463 142.448 60.556 LGN_exc 30
30 transient_ON 1636 146.730 58.980 LGN_exc 30
30 transient_ON 2136 144.706 55.211 LGN_exc 30
31 transient_ON_OFF 7658 130.199 74.639 LGN_exc 30
31 transient_OFF 3685 124.489 75.302 LGN_exc 30
31 transient_OFF 4049 124.165 66.083 LGN_exc 30
31 transient_OFF 4210 124.986 77.161 LGN_exc 30
31 transient_OFF 4343 124.201 72.015 LGN_exc 30
31 transient_OFF 4408 126.168 79.709 LGN_exc 30
31 transient_OFF 4797 122.984 77.257 LGN_exc 30
31 transient_OFF 4889 123.915 76.725 LGN_exc 30
31 transient_OFF 5340 125.480 79.641 LGN_exc 30
31 transient_ON 352 132.421 71.795 LGN_exc 30
31 transient_ON 745 135.680 80.268 LGN_exc 30
31 transient_ON 1686 134.549 80.849 LGN_exc 30
31 transient_ON 1956 132.039 79.835 LGN_exc 30
31 transient_ON 2540 132.730 73.001 LGN_exc 30
31 transient_ON 2559 135.100 67.998 LGN_exc 30
31 transient_ON 2729 133.630 70.195 LGN_exc 30
31 transient_ON 2881 134.181 66.468 LGN_exc 30
32 transient_ON_OFF 6623 112.883 45.423 LGN_exc 30
32 transient_OFF 3804 105.192 38.812 LGN_exc 30
32 transient_OFF 4097 108.190 43.292 LGN_exc 30
32 transient_OFF 5378 105.181 51.071 LGN_exc 30
32 transient_ON 600 115.842 50.692 LGN_exc 30
32 transient_ON 921 113.718 50.580 LGN_exc 30
32 transient_ON 975 116.264 53.111 LGN_exc 30
32 transient_ON 1038 118.061 48.829 LGN_exc 30
32 transient_ON 1790 118.665 49.336 LGN_exc 30
32 transient_ON 1873 115.914 43.887 LGN_exc 30
32 transient_ON 1984 115.812 51.848 LGN_exc 30
32 transient_ON 2008 114.643 45.748 LGN_exc 30
33 transient_ON_OFF 6907 126.812 46.335 LGN_exc 30
33 transient_OFF 3558 118.519 45.665 LGN_exc 30
33 transient_OFF 3746 121.020 40.042 LGN_exc 30
33 transient_OFF 3914 119.210 42.021 LGN_exc 30
33 transient_OFF 4181 118.875 44.005 LGN_exc 30
33 transient_OFF 4367 120.071 49.741 LGN_exc 30
33 transient_OFF 4438 122.273 48.421 LGN_exc 30
33 transient_OFF 5392 120.848 44.624 LGN_exc 30
33 transient_OFF 5491 120.478 40.236 LGN_exc 30
33 transient_ON 38 130.853 40.725 LGN_exc 30
33 transient_ON 133 130.432 45.022 LGN_exc 30
33 transient_ON 500 128.281 46.668 LGN_exc 30
33 transient_ON 1446 129.386 44.021 LGN_exc 30
33 transient_ON 2061 128.746 54.588 LGN_exc 30
33 transient_ON 2464 130.755 40.521 LGN_exc 30
33 transient_ON 2472 130.582 45.809 LGN_exc 30
33 transient_ON 2531 128.584 52.684 LGN_exc 30
34 transient_ON_OFF 7725 142.557 60.527 LGN_exc 30
34 transient_OFF 3348 134.529 61.121 LGN_exc 30
34 transient_OFF 3986 140.188 59.249 LGN_exc 30
34 transient_OFF 4769 133.798 60.627 LGN_exc 30
34 transient_OFF 4878 134.081 62.288 LGN_exc 30
34 transient_OFF 4937 139.922 61.518 LGN_exc 30
34 transient_OFF 4965 136.523 68.165 LGN_exc 30
34 transient_OFF 5073 134.106 66.560 LGN_exc 30
34 transient_OFF 5996 139.402 61.502 LGN_exc 30
34 transient_ON 302 147.554 57.128 LGN_exc 30
34 transient_ON 323 144.953 59.963 LGN_exc 30
34 transient_ON 614 146.265 60.187 LGN_exc 30
34 transient_ON 1202 147.727 53.471 LGN_exc 30
34 transient_ON 1645 146.602 70.803 LGN_exc 30
34 transient_ON 2136 144.706 55.211 LGN_exc 30
34 transient_ON 2866 149.481 66.093 LGN_exc 30
34 transient_ON 2878 147.851 66.182 LGN_exc 30
35 transient_OFF 4184 90.893 52.142 LGN_exc 30
35 transient_OFF 4200 87.913 57.638 LGN_exc 30
35 transient_OFF 4434 88.350 50.983 LGN_exc 30
35 transient_OFF 5402 87.996 49.506 LGN_exc 30
35 transient_OFF 5736 87.337 59.045 LGN_exc 30
35 transient_OFF 5784 84.964 50.290 LGN_exc 30
35 transient_ON 580 98.712 50.329 LGN_exc 30
35 transient_ON 1092 97.224 61.931 LGN_exc 30
35 transient_ON 1212 100.657 52.190 LGN_exc 30
35 transient_ON 1301 94.918 53.165 LGN_exc 30
35 transient_ON 1317 98.800 47.379 LGN_exc 30
35 transient_ON 2487 98.152 48.948 LGN_exc 30
36 transient_ON_OFF 7165 149.056 62.367 LGN_exc 30
36 transient_OFF 3986 140.188 59.249 LGN_exc 30
36 transient_OFF 4290 144.745 65.182 LGN_exc 30
36 transient_OFF 4555 144.387 51.472 LGN_exc 30
36 transient_OFF 5870 143.421 55.157 LGN_exc 30
36 transient_OFF 5938 143.668 59.956 LGN_exc 30
36 transient_ON 194 153.382 58.645 LGN_exc 30
36 transient_ON 955 153.922 67.549 LGN_exc 30
36 transient_ON 1749 155.853 58.846 LGN_exc 30
36 transient_ON 1779 154.691 57.909 LGN_exc 30
36 transient_ON 2225 152.003 67.042 LGN_exc 30
37 transient_OFF 3002 95.995 63.323 LGN_exc 30
37 transient_OFF 3854 92.847 60.730 LGN_exc 30
37 transient_OFF 4353 97.006 60.549 LGN_exc 30
37 transient_OFF 4822 96.151 57.131 LGN_exc 30
37 transient_OFF 5645 93.349 61.473 LGN_exc 30
37 transient_OFF 5697 95.224 65.991 LGN_exc 30
37 transient_ON 142 106.234 56.627 LGN_exc 30
37 transient_ON 1551 105.906 60.659 LGN_exc 30
37 transient_ON 1705 105.612 67.435 LGN_exc 30
37 transient_ON 1817 103.097 63.783 LGN_exc 30
37 transient_ON 1832 104.120 67.218 LGN_exc 30
37 transient_ON 1982 107.397 53.254 LGN_exc 30
37 transient_ON 2039 103.072 62.296 LGN_exc 30
37 transient_ON 2902 107.666 54.731 LGN_exc 30
38 transient_ON_OFF 7772 97.938 46.392 LGN_exc 30
38 transient_OFF 3235 92.397 50.329 LGN_exc 30
38 transient_OFF 3242 93.583 49.319 LGN_exc 30
38 transient_OFF 3283 92.376 52.166 LGN_exc 30
38 transient_OFF 3644 98.050 41.547 LGN_exc 30
38 transient_OFF 3846 93.932 41.921 LGN_exc 30
38 transient_OFF 4023 97.359 50.057 LGN_exc 30
38 transient_OFF 4582 94.802 48.878 LGN_exc 30
38 transient_OFF 5899 97.136 51.574 LGN_exc 30
38 transient_ON 142 106.234 56.627 LGN_exc 30
38 transient_ON 476 106.352 47.999 LGN_exc 30
38 transient_ON 617 105.525 56.127 LGN_exc 30
38 transient_ON 829 108.470 46.133 LGN_exc 30
38 transient_ON 1591 103.807 41.132 LGN_exc 30
38 transient_ON 2625 104.973 42.392 LGN_exc 30
38 transient_ON 2836 104.928 37.841 LGN_exc 30
38 transient_ON 2965 107.688 40.326 LGN_exc 30
39 transient_OFF 3028 139.779 54.052 LGN_exc 30
39 transient_OFF 3446 140.051 54.126 LGN_exc 30
39 transient_OFF 3902 140.327 53.953 LGN_exc 30
39 transient_OFF 4124 140.487 53.695 LGN_exc 30
39 transient_OFF 4816 139.349 53.324 LGN_exc 30
39 transient_OFF 4937 139.922 61.518 LGN_exc 30
39 transient_OFF 5870 143.421 55.157 LGN_exc 30
39 transient_OFF 5996 139.402 61.502 LGN_exc 30
39 transient_ON 194 153.382 58.645 LGN_exc 30
39 transient_ON 1178 149.142 59.651 LGN_exc 30
39 transient_ON 1347 151.422 53.919 LGN_exc 30
39 transient_ON 1779 154.691 57.909 LGN_exc 30
39 transient_ON 1808 150.945 52.540 LGN_exc 30
39 transient_ON 2225 152.003 67.042 LGN_exc 30
39 transient_ON 2417 148.416 62.001 LGN_exc 30
39 transient_ON 2866 149.481 66.093 LGN_exc 30
40 transient_OFF 3178 113.743 80.427 LGN_exc 30
40 transient_OFF 3699 112.104 79.678 LGN_exc 30
40 transient_OFF 3761 115.182 79.040 LGN_exc 30
40 transient_OFF 3767 116.655 74.835 LGN_exc 30
40 transient_OFF 4174 112.931 70.871 LGN_exc 30
40 transient_OFF 5279 116.033 78.737 LGN_exc 30
40 transient_OFF 5370 112.884 78.613 LGN_exc 30
40 transient_OFF 5774 110.506 78.202 LGN_exc 30
40 transient_ON 289 125.671 80.795 LGN_exc 30
40 transient_ON 683 123.771 83.285 LGN_exc 30
40 transient_ON 1223 124.731 73.018 LGN_exc 30
40 transient_ON 1308 124.441 70.772 LGN_exc 30
40 transient_ON 1440 121.959 73.852 LGN_exc 30
40 transient_ON 2053 124.623 82.189 LGN_exc 30
40 transient_ON 2688 122.170 82.361 LGN_exc 30
40 transient_ON 2943 125.263 71.826 LGN_exc 30
41 transient_ON_OFF 6907 126.812 46.335 LGN_exc 30
41 transient_OFF 3149 124.102 54.642 LGN_exc 30
41 transient_OFF 3706 123.408 44.000 LGN_exc 30
41 transient_OFF 4367 120.071 49.741 LGN_exc 30
41 transient_OFF 4438 122.273 48.421 LGN_exc 30
41 transient_OFF 4808 121.984 45.857 LGN_exc 30
41 transient_OFF 4913 124.895 43.214 LGN_exc 30
41 transient_OFF 4947 122.334 45.587 LGN_exc 30
41 transient_OFF 5392 120.848 44.624 LGN_exc 30
41 transient_ON 106 134.984 42.839 LGN_exc 30
41 transient_ON 1420 134.180 47.081 LGN_exc 30
41 transient_ON 1568 132.207 44.757 LGN_exc 30
41 transient_ON 2472 130.582 45.809 LGN_exc 30
41 transient_ON 2711 132.367 57.425 LGN_exc 30
42 transient_OFF 3232 118.538 57.991 LGN_exc 30
42 transient_OFF 3463 115.660 52.290 LGN_exc 30
42 transient_OFF 4826 116.612 55.008 LGN_exc 30
42 transient_OFF 4857 113.765 58.218 LGN_exc 30
42 transient_OFF 5765 115.831 61.777 LGN_exc 30
42 transient_ON 200 128.456 57.431 LGN_exc 30
42 transient_ON 426 127.177 66.506 LGN_exc 30
42 transient_ON 886 130.503 61.378 LGN_exc 30
42 transient_ON 1205 127.723 57.999 LGN_exc 30
42 transient_ON 2061 128.746 54.588 LGN_exc 30
42 transient_ON 2459 124.148 62.536 LGN_exc 30
42 transient_ON 2531 128.584 52.684 LGN_exc 30
42 transient_ON 2761 126.070 52.717 LGN_exc 30
43 transient_OFF 3011 127.371 59.338 LGN_exc 30
43 transient_OFF 3149 124.102 54.642 LGN_exc 30
43 transient_OFF 3696 128.026 58.998 LGN_exc 30
43 transient_OFF 4477 124.032 61.262 LGN_exc 30
43 transient_OFF 4939 128.637 52.818 LGN_exc 30
43 transient_OFF 5218 125.024 63.801 LGN_exc 30
43 transient_OFF 5757 127.927 61.454 LGN_exc 30
43 transient_OFF 5800 127.241 55.382 LGN_exc 30
43 transient_ON 335 139.607 63.252 LGN_exc 30
43 transient_ON 475 138.194 56.853 LGN_exc 30
43 transient_ON 584 136.251 64.052 LGN_exc 30
43 transient_ON 718 135.849 55.128 LGN_exc 30
43 transient_ON 1764 138.954 51.972 LGN_exc 30
43 transient_ON 1962 135.624 60.292 LGN_exc 30
43 transient_ON 2278 139.054 63.202 LGN_exc 30
43 transient_ON 2554 139.533 59.432 LGN_exc 30
44 transient_OFF 3011 127.371 59.338 LGN_exc 30
44 transient_OFF 3420 121.820 60.893 LGN_exc 30
44 transient_OFF 3696 128.026 58.998 LGN_exc 30
44 transient_OFF 3873 125.238 65.909 LGN_exc 30
44 transient_OFF 4049 124.165 66.083 LGN_exc 30
44 transient_OFF 4249 122.960 57.133 LGN_exc 30
44 transient_OFF 4939 128.637 52.818 LGN_exc 30
44 transient_OFF 5218 125.024 63.801 LGN_exc 30
44 transient_ON 584 136.251 64.052 LGN_exc 30
44 transient_ON 718 135.849 55.128 LGN_exc 30
44 transient_ON 1058 135.788 67.757 LGN_exc 30
44 transient_ON 1511 135.303 56.131 LGN_exc 30
44 transient_ON 1936 132.622 67.977 LGN_exc 30
44 transient_ON 1962 135.624 60.292 LGN_exc 30
44 transient_ON 2554 139.533 59.432 LGN_exc 30
44 transient_ON 2559 135.100 67.998 LGN_exc 30
45 transient_OFF 3403 84.318 65.310 LGN_exc 30
45 transient_OFF 3736 86.475 62.519 LGN_exc 30
45 transient_OFF 3812 86.068 67.138 LGN_exc 30
45 transient_OFF 4200 87.913 57.638 LGN_exc 30
45 transient_OFF 4308 86.048 64.504 LGN_exc 30
45 transient_OFF 4635 86.397 65.976 LGN_exc 30
45 transient_OFF 5736 87.337 59.045 LGN_exc 30
45 transient_OFF 5854 84.439 63.497 LGN_exc 30
45 transient_ON 87 96.566 63.757 LGN_exc 30
45 transient_ON 674 93.792 66.704 LGN_exc 30
45 transient_ON 816 97.163 64.305 LGN_exc 30
45 transient_ON 828 93.885 60.053 LGN_exc 30
45 transient_ON 1092 97.224 61.931 LGN_exc 30
45 transient_ON 1167 98.389 63.848 LGN_exc 30
45 transient_ON 1184 99.681 59.938 LGN_exc 30
45 transient_ON 2215 95.553 71.910 LGN_exc 30
46 transient_ON_OFF 7725 142.557 60.527 LGN_exc 30
46 transient_OFF 3028 139.779 54.052 LGN_exc 30
46 transient_OFF 3902 140.327 53.953 LGN_exc 30
46 transient_OFF 3986 140.188 59.249 LGN_exc 30
46 transient_OFF 4816 139.349 53.324 LGN_exc 30
46 transient_OFF 4937 139.922 61.518 LGN_exc 30
46 transient_OFF 5604 140.392 51.496 LGN_exc 30
46 transient_OFF 5740 139.424 49.068 LGN_exc 30
46 transient_OFF 5996 139.402 61.502 LGN_exc 30
46 transient_ON 302 147.554 57.128 LGN_exc 30
46 transient_ON 1178 149.142 59.651 LGN_exc 30
46 transient_ON 1202 147.727 53.471 LGN_exc 30
46 transient_ON 1347 151.422 53.919 LGN_exc 30
46 transient_ON 1636 146.730 58.980 LGN_exc 30
46 transient_ON 1808 150.945 52.540 LGN_exc 30
46 transient_ON 2819 150.473 50.559 LGN_exc 30
46 transient_ON 2878 147.851 66.182 LGN_exc 30
47 transient_OFF 3060 88.810 74.015 LGN_exc 30
47 transient_OFF 3391 89.445 73.414 LGN_exc 30
47 transient_OFF 3854 92.847 60.730 LGN_exc 30
47 transient_OFF 4047 91.333 63.657 LGN_exc 30
47 transient_OFF 4560 91.300 75.348 LGN_exc 30
47 transient_OFF 4900 91.381 61.880 LGN_exc 30
47 transient_OFF 5208 89.563 78.101 LGN_exc 30
47 transient_OFF 5307 89.530 69.198 LGN_exc 30
47 transient_ON 173 102.049 74.594 LGN_exc 30
47 transient_ON 534 101.754 74.093 LGN_exc 30
47 transient_ON 1508 98.766 75.072 LGN_exc 30
47 transient_ON 1518 101.861 76.449 LGN_exc 30
47 transient_ON 1817 103.097 63.783 LGN_exc 30
47 transient_ON 1832 104.120 67.218 LGN_exc 30
47 transient_ON 2039 103.072 62.296 LGN_exc 30
47 transient_ON 2324 100.196 61.007 LGN_exc 30
48 transient_OFF 3139 128.026 44.924 LGN_exc 30
48 transient_OFF 3149 124.102 54.642 LGN_exc 30
48 transient_OFF 3706 123.408 44.000 LGN_exc 30
48 transient_OFF 4438 122.273 48.421 LGN_exc 30
48 transient_OFF 4573 129.265 43.019 LGN_exc 30
48 transient_OFF 4913 124.895 43.214 LGN_exc 30
48 transient_OFF 4947 122.334 45.587 LGN_exc 30
48 transient_OFF 5800 127.241 55.382 LGN_exc 30
48 transient_ON 106 134.984 42.839 LGN_exc 30
48 transient_ON 883 139.402 41.999 LGN_exc 30
48 transient_ON 1064 136.822 39.590 LGN_exc 30
48 transient_ON 1228 136.161 38.135 LGN_exc 30
48 transient_ON 1476 137.729 37.707 LGN_exc 30
48 transient_ON 2065 137.040 50.958 LGN_exc 30
48 transient_ON 2212 139.704 42.414 LGN_exc 30
48 transient_ON 2561 138.927 46.224 LGN_exc 30
49 transient_OFF 3736 86.475 62.519 LGN_exc 30
49 transient_OFF 4200 87.913 57.638 LGN_exc 30
49 transient_OFF 4423 91.162 55.597 LGN_exc 30
49 transient_OFF 4434 88.350 50.983 LGN_exc 30
49 transient_OFF 5109 90.464 56.656 LGN_exc 30
49 transient_OFF 5122 87.311 63.914 LGN_exc 30
49 transient_OFF 5402 87.996 49.506 LGN_exc 30
49 transient_OFF 5736 87.337 59.045 LGN_exc 30
49 transient_ON 580 98.712 50.329 LGN_exc 30
49 transient_ON 1092 97.224 61.931 LGN_exc 30
49 transient_ON 1167 98.389 63.848 LGN_exc 30
49 transient_ON 1184 99.681 59.938 LGN_exc 30
49 transient_ON 1212 100.657 52.190 LGN_exc 30
49 transient_ON 2161 100.140 59.410 LGN_exc 30
49 transient_ON 2324 100.196 61.007 LGN_exc 30
50 transient_OFF 3558 118.519 45.665 LGN_exc 30
50 transient_OFF 3746 121.020 40.042 LGN_exc 30
50 transient_OFF 3800 118.026 36.608 LGN_exc 30
50 transient_OFF 4331 115.924 46.692 LGN_exc 30
50 transient_OFF 4367 120.071 49.741 LGN_exc 30
50 transient_OFF 5213 118.149 36.287 LGN_exc 30
50 transient_OFF 5594 121.114 37.790 LGN_exc 30
50 transient_OFF 5879 119.556 41.404 LGN_exc 30
50 transient_ON 38 130.853 40.725 LGN_exc 30
50 transient_ON 133 130.432 45.022 LGN_exc 30
50 transient_ON 160 126.898 46.649 LGN_exc 30
50 transient_ON 1276 132.184 39.884 LGN_exc 30
50 transient_ON 1446 129.386 44.021 LGN_exc 30
50 transient_ON 1568 132.207 44.757 LGN_exc 30
50 transient_ON 2061 128.746 54.588 LGN_exc 30
50 transient_ON 2531 128.584 52.684 LGN_exc 30
51 transient_OFF 3258 93.736 69.897 LGN_exc 30
51 transient_OFF 3556 95.359 67.835 LGN_exc 30
51 transient_OFF 3854 92.847 60.730 LGN_exc 30
51 transient_OFF 4353 97.006 60.549 LGN_exc 30
51 transient_OFF 4822 96.151 57.131 LGN_exc 30
51 transient_OFF 4900 91.381 61.880 LGN_exc 30
51 transient_OFF 5645 93.349 61.473 LGN_exc 30
51 transient_OFF 5697 95.224 65.991 LGN_exc 30
51 transient_ON 617 105.525 56.127 LGN_exc 30
51 transient_ON 1551 105.906 60.659 LGN_exc 30
51 transient_ON 1705 105.612 67.435 LGN_exc 30
51 transient_ON 1817 103.097 63.783 LGN_exc 30
51 transient_ON 1832 104.120 67.218 LGN_exc 30
51 transient_ON 2039 103.072 62.296 LGN_exc 30
51 transient_ON 2468 105.385 63.090 LGN_exc 30
51 transient_ON 2738 105.106 67.597 LGN_exc 30
52 transient_ON_OFF 7165 149.056 62.367 LGN_exc 30
52 transient_OFF 3986 140.188 59.249 LGN_exc 30
52 transient_OFF 4290 144.745 65.182 LGN_exc 30
52 transient_OFF 4555 144.387 51.472 LGN_exc 30
52 transient_OFF 4762 142.319 72.818 LGN_exc 30
52 transient_OFF 4937 139.922 61.518 LGN_exc 30
52 transient_OFF 5870 143.421 55.157 LGN_exc 30
52 transient_OFF 5938 143.668 59.956 LGN_exc 30
52 transient_OFF 5996 139.402 61.502 LGN_exc 30
52 transient_ON 744 152.178 72.232 LGN_exc 30
52 transient_ON 955 153.922 67.549 LGN_exc 30
52 transient_ON 1178 149.142 59.651 LGN_exc 30
52 transient_ON 1347 151.422 53.919 LGN_exc 30
52 transient_ON 1749 155.853 58.846 LGN_exc 30
52 transient_ON 1779 154.691 57.909 LGN_exc 30
52 transient_ON 2225 152.003 67.042 LGN_exc 30
52 transient_ON 2866 149.481 66.093 LGN_exc 30
53 transient_OFF 3942 137.793 75.763 LGN_exc 30
53 transient_OFF 3986 140.188 59.249 LGN_exc 30
53 transient_OFF 4798 136.852 72.383 LGN_exc 30
53 transient_OFF 4878 134.081 62.288 LGN_exc 30
53 transient_OFF 4937 139.922 61.518 LGN_exc 30
53 transient_OFF 4965 136.523 68.165 LGN_exc 30
53 transient_OFF 5941 136.067 75.442 LGN_exc 30
53 transient_OFF 5996 139.402 61.502 LGN_exc 30
53 transient_ON 233 144.791 70.855 LGN_exc 30
53 transient_ON 302 147.554 57.128 LGN_exc 30
53 transient_ON 614 146.265 60.187 LGN_exc 30
53 transient_ON 765 145.141 64.780 LGN_exc 30
53 transient_ON 1178 149.142 59.651 LGN_exc 30
53 transient_ON 2417 148.416 62.001 LGN_exc 30
53 transient_ON 2675 150.763 70.638 LGN_exc 30
53 transient_ON 2866 149.481 66.093 LGN_exc 30
54 transient_ON_OFF 8464 144.958 68.743 LGN_exc 30
54 transient_ON_OFF 7707 147.033 72.643 LGN_exc 30
54 transient_ON_OFF 8078 145.331 69.495 LGN_exc 30
54 transient_OFF 3942 137.793 75.763 LGN_exc 30
54 transient_OFF 4485 138.057 73.775 LGN_exc 30
54 transient_OFF 4762 142.319 72.818 LGN_exc 30
54 transient_OFF 4798 136.852 72.383 LGN_exc 30
54 transient_OFF 4833 140.029 72.964 LGN_exc 30
54 transient_OFF 4937 139.922 61.518 LGN_exc 30
54 transient_OFF 5399 142.486 71.651 LGN_exc 30
54 transient_OFF 5996 139.402 61.502 LGN_exc 30
54 transient_ON 513 147.789 77.058 LGN_exc 30
54 transient_ON 744 152.178 72.232 LGN_exc 30
54 transient_ON 851 151.802 75.791 LGN_exc 30
54 transient_ON 981 149.120 79.792 LGN_exc 30
54 transient_ON 1042 151.522 75.795 LGN_exc 30
54 transient_ON 2225 152.003 67.042 LGN_exc 30
54 transient_ON 2675 150.763 70.638 LGN_exc 30
54 transient_ON 2878 147.851 66.182 LGN_exc 30
55 transient_OFF 3178 113.743 80.427 LGN_exc 30
55 transient_OFF 4167 114.566 71.350 LGN_exc 30
55 transient_OFF 4666 115.306 74.011 LGN_exc 30
55 transient_OFF 5251 114.033 71.813 LGN_exc 30
55 transient_OFF 5279 116.033 78.737 LGN_exc 30
55 transient_OFF 5369 117.525 76.191 LGN_exc 30
55 transient_OFF 5765 115.831 61.777 LGN_exc 30
55 transient_OFF 5950 117.358 71.885 LGN_exc 30
55 transient_ON 588 122.883 74.256 LGN_exc 30
55 transient_ON 1091 122.365 68.218 LGN_exc 30
55 transient_ON 1223 124.731 73.018 LGN_exc 30
55 transient_ON 1308 124.441 70.772 LGN_exc 30
55 transient_ON 1440 121.959 73.852 LGN_exc 30
55 transient_ON 2053 124.623 82.189 LGN_exc 30
55 transient_ON 2147 128.067 72.425 LGN_exc 30
55 transient_ON 2943 125.263 71.826 LGN_exc 30
56 transient_OFF 3902 140.327 53.953 LGN_exc 30
56 transient_OFF 3986 140.188 59.249 LGN_exc 30
56 transient_OFF 4021 147.043 47.166 LGN_exc 30
56 transient_OFF 4124 140.487 53.695 LGN_exc 30
56 transient_OFF 4327 141.881 50.805 LGN_exc 30
56 transient_OFF 4555 144.387 51.472 LGN_exc 30
56 transient_OFF 5870 143.421 55.157 LGN_exc 30
56 transient_OFF 5938 143.668 59.956 LGN_exc 30
56 transient_ON 272 156.446 64.766 LGN_exc 30
56 transient_ON 325 157.476 58.825 LGN_exc 30
56 transient_ON 1347 151.422 53.919 LGN_exc 30
56 transient_ON 1749 155.853 58.846 LGN_exc 30
56 transient_ON 1779 154.691 57.909 LGN_exc 30
56 transient_ON 1856 153.932 46.496 LGN_exc 30
56 transient_ON 2225 152.003 67.042 LGN_exc 30
56 transient_ON 2606 157.340 50.570 LGN_exc 30
57 transient_ON_OFF 8688 101.832 50.701 LGN_exc 30
57 transient_OFF 3644 98.050 41.547 LGN_exc 30
57 transient_OFF 4023 97.359 50.057 LGN_exc 30
57 transient_OFF 4582 94.802 48.878 LGN_exc 30
57 transient_OFF 4658 100.161 44.333 LGN_exc 30
57 transient_OFF 5172 99.323 42.389 LGN_exc 30
57 transient_OFF 5431 99.597 42.920 LGN_exc 30
57 transient_OFF 5698 98.717 42.392 LGN_exc 30
57 transient_OFF 5899 97.136 51.574 LGN_exc 30
57 transient_ON 141 109.975 45.938 LGN_exc 30
57 transient_ON 142 106.234 56.627 LGN_exc 30
57 transient_ON 476 106.352 47.999 LGN_exc 30
57 transient_ON 617 105.525 56.127 LGN_exc 30
57 transient_ON 1020 108.607 51.387 LGN_exc 30
57 transient_ON 1982 107.397 53.254 LGN_exc 30
57 transient_ON 2498 110.126 42.320 LGN_exc 30
57 transient_ON 2822 109.076 50.750 LGN_exc 30
58 transient_OFF 3149 124.102 54.642 LGN_exc 30
58 transient_OFF 3706 123.408 44.000 LGN_exc 30
58 transient_OFF 4249 122.960 57.133 LGN_exc 30
58 transient_OFF 4438 122.273 48.421 LGN_exc 30
58 transient_OFF 4722 121.064 54.764 LGN_exc 30
58 transient_OFF 4808 121.984 45.857 LGN_exc 30
58 transient_OFF 4913 124.895 43.214 LGN_exc 30
58 transient_OFF 4947 122.334 45.587 LGN_exc 30
58 transient_ON 106 134.984 42.839 LGN_exc 30
58 transient_ON 718 135.849 55.128 LGN_exc 30
58 transient_ON 1420 134.180 47.081 LGN_exc 30
58 transient_ON 1511 135.303 56.131 LGN_exc 30
58 transient_ON 1568 132.207 44.757 LGN_exc 30
58 transient_ON 2711 132.367 57.425 LGN_exc 30
59 transient_ON_OFF 8916 106.900 58.948 LGN_exc 30
59 transient_OFF 3734 98.825 61.293 LGN_exc 30
59 transient_OFF 3740 102.042 59.376 LGN_exc 30
59 transient_OFF 3972 102.098 61.510 LGN_exc 30
59 transient_OFF 4110 100.661 54.542 LGN_exc 30
59 transient_OFF 4623 103.919 57.732 LGN_exc 30
59 transient_OFF 5321 101.770 46.456 LGN_exc 30
59 transient_OFF 5554 104.175 54.509 LGN_exc 30
59 transient_OFF 5771 102.254 47.707 LGN_exc 30
59 transient_ON 258 111.782 65.430 LGN_exc 30
59 transient_ON 441 108.605 63.728 LGN_exc 30
59 transient_ON 671 111.691 52.580 LGN_exc 30
59 transient_ON 894 108.967 64.162 LGN_exc 30
59 transient_ON 1370 111.969 60.126 LGN_exc 30
59 transient_ON 1667 111.895 49.990 LGN_exc 30
59 transient_ON 1905 109.066 63.343 LGN_exc 30
59 transient_ON 2265 112.192 49.119 LGN_exc 30
60 transient_OFF 3578 108.745 54.423 LGN_exc 30
60 transient_OFF 3787 106.943 55.739 LGN_exc 30
60 transient_OFF 4213 107.454 53.558 LGN_exc 30
60 transient_OFF 4300 112.435 53.299 LGN_exc 30
60 transient_OFF 4316 109.277 51.294 LGN_exc 30
60 transient_OFF 4589 108.122 64.256 LGN_exc 30
60 transient_OFF 5010 110.900 50.817 LGN_exc 30
60 transient_OFF 5706 112.829 53.656 LGN_exc 30
60 transient_ON 175 118.503 64.334 LGN_exc 30
60 transient_ON 454 117.887 51.667 LGN_exc 30
60 transient_ON 684 118.702 58.641 LGN_exc 30
60 transient_ON 2060 118.925 61.613 LGN_exc 30
60 transient_ON 2282 119.971 58.745 LGN_exc 30
60 transient_ON 2470 118.568 57.238 LGN_exc 30
60 transient_ON 2833 122.123 56.324 LGN_exc 30
60 transient_ON 2856 117.728 63.087 LGN_exc 30
61 transient_ON_OFF 8229 125.651 51.390 LGN_exc 30
61 transient_OFF 3232 118.538 57.991 LGN_exc 30
61 transient_OFF 3420 121.820 60.893 LGN_exc 30
61 transient_OFF 3558 118.519 45.665 LGN_exc 30
61 transient_OFF 4114 120.668 55.449 LGN_exc 30
61 transient_OFF 4181 118.875 44.005 LGN_exc 30
61 transient_OFF 4367 120.071 49.741 LGN_exc 30
61 transient_OFF 4808 121.984 45.857 LGN_exc 30
61 transient_OFF 4826 116.612 55.008 LGN_exc 30
61 transient_ON 133 130.432 45.022 LGN_exc 30
61 transient_ON 200 128.456 57.431 LGN_exc 30
61 transient_ON 886 130.503 61.378 LGN_exc 30
61 transient_ON 1205 127.723 57.999 LGN_exc 30
61 transient_ON 1420 134.180 47.081 LGN_exc 30
