index src_type src_gid presyn_type N_syn
43 tw 2840 tw_exc 1
43 tw 2938 tw_exc 1
43 tw 647 tw_exc 1
43 tw 1713 tw_exc 1
43 tw 670 tw_exc 1
43 tw 2356 tw_exc 1
43 tw 2410 tw_exc 1
43 tw 2259 tw_exc 1
43 tw 1436 tw_exc 1
44 tw 2410 tw_exc 8
44 tw 124 tw_exc 8
44 tw 1530 tw_exc 8
44 tw 1680 tw_exc 8
44 tw 2935 tw_exc 8
44 tw 1763 tw_exc 8
44 tw 400 tw_exc 8
44 tw 99 tw_exc 8
44 tw 2387 tw_exc 8
44 tw 909 tw_exc 8
44 tw 670 tw_exc 8
44 tw 144 tw_exc 8
44 tw 552 tw_exc 8
44 tw 2395 tw_exc 8
44 tw 2375 tw_exc 8
44 tw 1169 tw_exc 8
44 tw 2707 tw_exc 8
44 tw 1772 tw_exc 8
44 tw 761 tw_exc 8
44 tw 2964 tw_exc 8
44 tw 450 tw_exc 8
44 tw 388 tw_exc 8
45 tw 295 tw_exc 8
45 tw 913 tw_exc 8
45 tw 2130 tw_exc 8
45 tw 1625 tw_exc 8
45 tw 1117 tw_exc 8
45 tw 2527 tw_exc 8
45 tw 1620 tw_exc 8
45 tw 1116 tw_exc 8
45 tw 2490 tw_exc 8
45 tw 1633 tw_exc 8
45 tw 1222 tw_exc 8
45 tw 1419 tw_exc 8
45 tw 2046 tw_exc 8
45 tw 371 tw_exc 8
45 tw 1013 tw_exc 8
45 tw 1271 tw_exc 8
45 tw 308 tw_exc 8
45 tw 2651 tw_exc 8
45 tw 2940 tw_exc 8
45 tw 2111 tw_exc 8
45 tw 2748 tw_exc 8
45 tw 2413 tw_exc 8
46 tw 2100 tw_exc 1
46 tw 2233 tw_exc 1
46 tw 890 tw_exc 1
46 tw 2259 tw_exc 1
46 tw 1333 tw_exc 1
46 tw 2707 tw_exc 1
46 tw 1472 tw_exc 1
46 tw 2935 tw_exc 1
46 tw 2356 tw_exc 1
46 tw 1528 tw_exc 1
46 tw 1835 tw_exc 1
46 tw 1049 tw_exc 1
46 tw 842 tw_exc 1
46 tw 1228 tw_exc 1
46 tw 1870 tw_exc 1
46 tw 2482 tw_exc 1
46 tw 646 tw_exc 1
46 tw 1931 tw_exc 1
47 tw 1419 tw_exc 1
47 tw 1087 tw_exc 1
47 tw 470 tw_exc 1
47 tw 817 tw_exc 1
47 tw 2798 tw_exc 1
47 tw 2315 tw_exc 1
47 tw 1625 tw_exc 1
47 tw 2620 tw_exc 1
47 tw 2253 tw_exc 1
47 tw 1124 tw_exc 1
47 tw 1301 tw_exc 1
47 tw 407 tw_exc 1
47 tw 2517 tw_exc 1
47 tw 328 tw_exc 1
47 tw 243 tw_exc 1
47 tw 1154 tw_exc 1
47 tw 2639 tw_exc 1
47 tw 2824 tw_exc 1
48 tw 2983 tw_exc 1
48 tw 2624 tw_exc 1
48 tw 1346 tw_exc 1
48 tw 723 tw_exc 1
48 tw 2278 tw_exc 1
48 tw 2938 tw_exc 1
48 tw 1747 tw_exc 1
48 tw 1330 tw_exc 1
48 tw 2813 tw_exc 1
48 tw 30 tw_exc 1
48 tw 46 tw_exc 1
48 tw 2128 tw_exc 1
48 tw 2007 tw_exc 1
48 tw 1157 tw_exc 1
48 tw 611 tw_exc 1
48 tw 2555 tw_exc 1
48 tw 2590 tw_exc 1
48 tw 2955 tw_exc 1
49 tw 1956 tw_exc 2
49 tw 2307 tw_exc 2
49 tw 1971 tw_exc 2
49 tw 2677 tw_exc 2
49 tw 1343 tw_exc 2
49 tw 1825 tw_exc 2
49 tw 1633 tw_exc 2
49 tw 620 tw_exc 2
49 tw 657 tw_exc 2
49 tw 2852 tw_exc 2
49 tw 2130 tw_exc 2
49 tw 889 tw_exc 2
49 tw 84 tw_exc 2
49 tw 161 tw_exc 2
49 tw 1481 tw_exc 2
49 tw 180 tw_exc 2
49 tw 751 tw_exc 2
49 tw 2474 tw_exc 2
49 tw 1204 tw_exc 2
49 tw 2300 tw_exc 2
49 tw 101 tw_exc 2
49 tw 1571 tw_exc 2
50 tw 366 tw_exc 1
50 tw 185 tw_exc 1
50 tw 1766 tw_exc 1
50 tw 1405 tw_exc 1
50 tw 2703 tw_exc 1
50 tw 2347 tw_exc 1
50 tw 461 tw_exc 1
50 tw 696 tw_exc 1
50 tw 212 tw_exc 1
50 tw 2072 tw_exc 1
50 tw 2467 tw_exc 1
50 tw 1369 tw_exc 1
50 tw 1543 tw_exc 1
50 tw 2952 tw_exc 1
50 tw 1108 tw_exc 1
50 tw 692 tw_exc 1
50 tw 2007 tw_exc 1
50 tw 782 tw_exc 1
50 tw 385 tw_exc 1
50 tw 266 tw_exc 1
50 tw 2552 tw_exc 1
51 tw 2051 tw_exc 1
51 tw 1793 tw_exc 1
51 tw 25 tw_exc 1
51 tw 2677 tw_exc 1
51 tw 2602 tw_exc 1
51 tw 1675 tw_exc 1
51 tw 1973 tw_exc 1
51 tw 18 tw_exc 1
51 tw 1633 tw_exc 1
51 tw 149 tw_exc 1
51 tw 1515 tw_exc 1
51 tw 2741 tw_exc 1
51 tw 316 tw_exc 1
51 tw 1222 tw_exc 1
51 tw 2107 tw_exc 1
51 tw 1632 tw_exc 1
51 tw 2687 tw_exc 1
51 tw 889 tw_exc 1
51 tw 2527 tw_exc 1
51 tw 1656 tw_exc 1
51 tw 2748 tw_exc 1
52 tw 129 tw_exc 1
52 tw 96 tw_exc 1
52 tw 1333 tw_exc 1
52 tw 2465 tw_exc 1
52 tw 1039 tw_exc 1
52 tw 2971 tw_exc 1
52 tw 2511 tw_exc 1
52 tw 1528 tw_exc 1
52 tw 2388 tw_exc 1
52 tw 705 tw_exc 1
52 tw 907 tw_exc 1
52 tw 1583 tw_exc 1
52 tw 2453 tw_exc 1
52 tw 835 tw_exc 1
52 tw 635 tw_exc 1
52 tw 472 tw_exc 1
52 tw 1876 tw_exc 1
52 tw 2387 tw_exc 1
52 tw 544 tw_exc 1
52 tw 1228 tw_exc 1
52 tw 2353 tw_exc 1
52 tw 2513 tw_exc 1
53 tw 2265 tw_exc 1
53 tw 1333 tw_exc 1
53 tw 2375 tw_exc 1
53 tw 557 tw_exc 1
53 tw 104 tw_exc 1
53 tw 2366 tw_exc 1
53 tw 2465 tw_exc 1
53 tw 1731 tw_exc 1
53 tw 874 tw_exc 1
53 tw 1044 tw_exc 1
53 tw 1039 tw_exc 1
53 tw 2209 tw_exc 1
53 tw 1488 tw_exc 1
53 tw 630 tw_exc 1
53 tw 2026 tw_exc 1
53 tw 2547 tw_exc 1
53 tw 2443 tw_exc 1
53 tw 1364 tw_exc 1
53 tw 1882 tw_exc 1
53 tw 1530 tw_exc 1
53 tw 466 tw_exc 1
53 tw 2311 tw_exc 1
54 tw 2511 tw_exc 1
54 tw 1512 tw_exc 1
54 tw 1039 tw_exc 1
54 tw 527 tw_exc 1
54 tw 1431 tw_exc 1
54 tw 656 tw_exc 1
54 tw 2085 tw_exc 1
54 tw 1488 tw_exc 1
54 tw 1699 tw_exc 1
54 tw 1822 tw_exc 1
54 tw 1849 tw_exc 1
54 tw 335 tw_exc 1
54 tw 226 tw_exc 1
54 tw 1824 tw_exc 1
54 tw 2353 tw_exc 1
54 tw 104 tw_exc 1
54 tw 1540 tw_exc 1
54 tw 535 tw_exc 1
54 tw 1962 tw_exc 1
54 tw 96 tw_exc 1
54 tw 1910 tw_exc 1
54 tw 2143 tw_exc 1
54 tw 463 tw_exc 1
55 tw 840 tw_exc 1
55 tw 2231 tw_exc 1
55 tw 2386 tw_exc 1
55 tw 66 tw_exc 1
55 tw 307 tw_exc 1
55 tw 1366 tw_exc 1
55 tw 2446 tw_exc 1
55 tw 1831 tw_exc 1
55 tw 2731 tw_exc 1
55 tw 2947 tw_exc 1
55 tw 1963 tw_exc 1
55 tw 1853 tw_exc 1
55 tw 519 tw_exc 1
55 tw 2329 tw_exc 1
55 tw 947 tw_exc 1
55 tw 2157 tw_exc 1
55 tw 241 tw_exc 1
55 tw 1608 tw_exc 1
55 tw 1690 tw_exc 1
56 tw 648 tw_exc 1
56 tw 2163 tw_exc 1
56 tw 705 tw_exc 1
56 tw 2277 tw_exc 1
56 tw 1471 tw_exc 1
56 tw 2259 tw_exc 1
56 tw 472 tw_exc 1
56 tw 2707 tw_exc 1
56 tw 2404 tw_exc 1
56 tw 396 tw_exc 1
56 tw 2233 tw_exc 1
56 tw 1696 tw_exc 1
56 tw 842 tw_exc 1
56 tw 108 tw_exc 1
56 tw 675 tw_exc 1
56 tw 2986 tw_exc 1
56 tw 2359 tw_exc 1
56 tw 1597 tw_exc 1
56 tw 647 tw_exc 1
57 tw 1541 tw_exc 1
57 tw 1997 tw_exc 1
57 tw 360 tw_exc 1
57 tw 88 tw_exc 1
57 tw 2126 tw_exc 1
57 tw 2105 tw_exc 1
57 tw 1814 tw_exc 1
57 tw 788 tw_exc 1
57 tw 2634 tw_exc 1
57 tw 1160 tw_exc 1
57 tw 423 tw_exc 1
57 tw 1537 tw_exc 1
57 tw 2424 tw_exc 1
57 tw 1658 tw_exc 1
57 tw 2921 tw_exc 1
57 tw 1515 tw_exc 1
57 tw 2705 tw_exc 1
57 tw 2474 tw_exc 1
57 tw 1481 tw_exc 1
57 tw 657 tw_exc 1
57 tw 2928 tw_exc 1
57 tw 2723 tw_exc 1
58 tw 1369 tw_exc 4
58 tw 2438 tw_exc 4
58 tw 1779 tw_exc 4
58 tw 2007 tw_exc 4
58 tw 1330 tw_exc 4
58 tw 2470 tw_exc 4
58 tw 2039 tw_exc 4
58 tw 1157 tw_exc 4
58 tw 1108 tw_exc 4
58 tw 215 tw_exc 4
58 tw 2923 tw_exc 4
58 tw 579 tw_exc 4
58 tw 2703 tw_exc 4
58 tw 2127 tw_exc 4
58 tw 632 tw_exc 4
58 tw 2983 tw_exc 4
58 tw 2938 tw_exc 4
58 tw 2931 tw_exc 4
58 tw 2128 tw_exc 4
58 tw 611 tw_exc 4
58 tw 2728 tw_exc 4
58 tw 1476 tw_exc 4
59 tw 1343 tw_exc 2
59 tw 2184 tw_exc 2
59 tw 2040 tw_exc 2
59 tw 703 tw_exc 2
59 tw 1289 tw_exc 2
59 tw 2537 tw_exc 2
59 tw 1179 tw_exc 2
59 tw 2334 tw_exc 2
59 tw 2130 tw_exc 2
59 tw 2368 tw_exc 2
59 tw 2740 tw_exc 2
59 tw 2687 tw_exc 2
59 tw 2640 tw_exc 2
59 tw 755 tw_exc 2
59 tw 264 tw_exc 2
59 tw 1793 tw_exc 2
59 tw 2067 tw_exc 2
59 tw 2490 tw_exc 2
59 tw 620 tw_exc 2
59 tw 1950 tw_exc 2
59 tw 2602 tw_exc 2
60 tw 1537 tw_exc 1
60 tw 2410 tw_exc 1
60 tw 1658 tw_exc 1
60 tw 1842 tw_exc 1
60 tw 2127 tw_exc 1
60 tw 2950 tw_exc 1
60 tw 2424 tw_exc 1
60 tw 2999 tw_exc 1
60 tw 1793 tw_exc 1
60 tw 400 tw_exc 1
60 tw 1179 tw_exc 1
60 tw 2740 tw_exc 1
60 tw 859 tw_exc 1
60 tw 2076 tw_exc 1
60 tw 2117 tw_exc 1
60 tw 1814 tw_exc 1
60 tw 1368 tw_exc 1
60 tw 2852 tw_exc 1
61 tw 632 tw_exc 16
61 tw 423 tw_exc 16
61 tw 2395 tw_exc 16
61 tw 782 tw_exc 16
61 tw 1000 tw_exc 16
61 tw 76 tw_exc 16
61 tw 1368 tw_exc 16
61 tw 1995 tw_exc 16
61 tw 400 tw_exc 16
61 tw 266 tw_exc 16
61 tw 2736 tw_exc 16
61 tw 1095 tw_exc 16
61 tw 2039 tw_exc 16
61 tw 1766 tw_exc 16
61 tw 1643 tw_exc 16
61 tw 1476 tw_exc 16
61 tw 320 tw_exc 16
61 tw 99 tw_exc 16
62 tw 479 tw_exc 1
62 tw 2896 tw_exc 1
62 tw 1346 tw_exc 1
62 tw 2259 tw_exc 1
62 tw 1779 tw_exc 1
62 tw 2623 tw_exc 1
62 tw 2938 tw_exc 1
62 tw 1437 tw_exc 1
62 tw 2244 tw_exc 1
62 tw 2000 tw_exc 1
62 tw 2163 tw_exc 1
62 tw 1078 tw_exc 1
62 tw 311 tw_exc 1
62 tw 2813 tw_exc 1
62 tw 2212 tw_exc 1
62 tw 2219 tw_exc 1
62 tw 43 tw_exc 1
62 tw 303 tw_exc 1
62 tw 2684 tw_exc 1
63 tw 1332 tw_exc 1
63 tw 808 tw_exc 1
63 tw 1078 tw_exc 1
63 tw 2896 tw_exc 1
63 tw 1471 tw_exc 1
63 tw 723 tw_exc 1
63 tw 650 tw_exc 1
63 tw 675 tw_exc 1
63 tw 1437 tw_exc 1
63 tw 2470 tw_exc 1
63 tw 647 tw_exc 1
63 tw 1184 tw_exc 1
63 tw 2416 tw_exc 1
63 tw 1362 tw_exc 1
63 tw 680 tw_exc 1
63 tw 652 tw_exc 1
63 tw 2590 tw_exc 1
63 tw 388 tw_exc 1
63 tw 2354 tw_exc 1
64 tw 1747 tw_exc 1
64 tw 1494 tw_exc 1
64 tw 1330 tw_exc 1
64 tw 2673 tw_exc 1
64 tw 266 tw_exc 1
64 tw 212 tw_exc 1
64 tw 2624 tw_exc 1
64 tw 1161 tw_exc 1
64 tw 2438 tw_exc 1
64 tw 2128 tw_exc 1
64 tw 2027 tw_exc 1
64 tw 946 tw_exc 1
64 tw 2703 tw_exc 1
64 tw 723 tw_exc 1
64 tw 366 tw_exc 1
64 tw 2449 tw_exc 1
64 tw 2728 tw_exc 1
64 tw 579 tw_exc 1
64 tw 1354 tw_exc 1
64 tw 1826 tw_exc 1
64 tw 585 tw_exc 1
65 tw 1364 tw_exc 2
65 tw 656 tw_exc 2
65 tw 1822 tw_exc 2
65 tw 1298 tw_exc 2
65 tw 2265 tw_exc 2
65 tw 2172 tw_exc 2
65 tw 2885 tw_exc 2
65 tw 544 tw_exc 2
65 tw 2394 tw_exc 2
65 tw 1903 tw_exc 2
65 tw 535 tw_exc 2
65 tw 1849 tw_exc 2
65 tw 463 tw_exc 2
65 tw 813 tw_exc 2
65 tw 1163 tw_exc 2
65 tw 2511 tw_exc 2
65 tw 2283 tw_exc 2
65 tw 2085 tw_exc 2
65 tw 1540 tw_exc 2
66 tw 1419 tw_exc 2
66 tw 522 tw_exc 2
66 tw 1508 tw_exc 2
66 tw 1304 tw_exc 2
66 tw 1892 tw_exc 2
66 tw 2003 tw_exc 2
66 tw 1013 tw_exc 2
66 tw 1865 tw_exc 2
66 tw 2386 tw_exc 2
66 tw 1841 tw_exc 2
66 tw 383 tw_exc 2
66 tw 1831 tw_exc 2
66 tw 2118 tw_exc 2
66 tw 1068 tw_exc 2
66 tw 1922 tw_exc 2
66 tw 867 tw_exc 2
66 tw 2360 tw_exc 2
66 tw 801 tw_exc 2
66 tw 1559 tw_exc 2
66 tw 1632 tw_exc 2
66 tw 427 tw_exc 2
66 tw 1484 tw_exc 2
66 tw 1071 tw_exc 2
67 tw 2172 tw_exc 1
67 tw 852 tw_exc 1
67 tw 1561 tw_exc 1
67 tw 2465 tw_exc 1
67 tw 2926 tw_exc 1
67 tw 1772 tw_exc 1
67 tw 2707 tw_exc 1
67 tw 2547 tw_exc 1
67 tw 2366 tw_exc 1
67 tw 1910 tw_exc 1
67 tw 909 tw_exc 1
67 tw 630 tw_exc 1
67 tw 2935 tw_exc 1
67 tw 2339 tw_exc 1
67 tw 466 tw_exc 1
67 tw 1333 tw_exc 1
67 tw 2375 tw_exc 1
67 tw 2069 tw_exc 1
67 tw 2404 tw_exc 1
68 tw 2368 tw_exc 1
68 tw 2602 tw_exc 1
68 tw 1481 tw_exc 1
68 tw 149 tw_exc 1
68 tw 2105 tw_exc 1
68 tw 1814 tw_exc 1
68 tw 2346 tw_exc 1
68 tw 2534 tw_exc 1
68 tw 1537 tw_exc 1
68 tw 2677 tw_exc 1
68 tw 1141 tw_exc 1
68 tw 2687 tw_exc 1
68 tw 755 tw_exc 1
68 tw 1234 tw_exc 1
68 tw 789 tw_exc 1
68 tw 316 tw_exc 1
68 tw 180 tw_exc 1
68 tw 2107 tw_exc 1
68 tw 1535 tw_exc 1
68 tw 889 tw_exc 1
68 tw 2537 tw_exc 1
68 tw 161 tw_exc 1
68 tw 2151 tw_exc 1
69 tw 2077 tw_exc 1
69 tw 2903 tw_exc 1
69 tw 2127 tw_exc 1
69 tw 1121 tw_exc 1
69 tw 2728 tw_exc 1
69 tw 2239 tw_exc 1
69 tw 558 tw_exc 1
69 tw 2470 tw_exc 1
69 tw 2810 tw_exc 1
69 tw 2072 tw_exc 1
69 tw 2806 tw_exc 1
69 tw 2965 tw_exc 1
69 tw 772 tw_exc 1
69 tw 2952 tw_exc 1
69 tw 887 tw_exc 1
69 tw 579 tw_exc 1
69 tw 723 tw_exc 1
69 tw 2555 tw_exc 1
69 tw 2553 tw_exc 1
69 tw 266 tw_exc 1
69 tw 2590 tw_exc 1
70 tw 1910 tw_exc 8
70 tw 2255 tw_exc 8
70 tw 228 tw_exc 8
70 tw 1049 tw_exc 8
70 tw 2547 tw_exc 8
70 tw 2172 tw_exc 8
70 tw 144 tw_exc 8
70 tw 1028 tw_exc 8
70 tw 813 tw_exc 8
70 tw 1228 tw_exc 8
70 tw 2926 tw_exc 8
70 tw 1731 tw_exc 8
70 tw 1713 tw_exc 8
70 tw 1044 tw_exc 8
70 tw 650 tw_exc 8
70 tw 1530 tw_exc 8
70 tw 705 tw_exc 8
70 tw 1772 tw_exc 8
70 tw 835 tw_exc 8
70 tw 761 tw_exc 8
70 tw 1039 tw_exc 8
70 tw 1057 tw_exc 8
70 tw 852 tw_exc 8
71 tw 1851 tw_exc 1
71 tw 1137 tw_exc 1
71 tw 1699 tw_exc 1
71 tw 519 tw_exc 1
71 tw 1595 tw_exc 1
71 tw 2097 tw_exc 1
71 tw 521 tw_exc 1
71 tw 1490 tw_exc 1
71 tw 230 tw_exc 1
71 tw 645 tw_exc 1
71 tw 550 tw_exc 1
71 tw 2809 tw_exc 1
71 tw 2468 tw_exc 1
71 tw 1466 tw_exc 1
71 tw 1702 tw_exc 1
71 tw 1144 tw_exc 1
71 tw 601 tw_exc 1
71 tw 1640 tw_exc 1
71 tw 351 tw_exc 1
71 tw 1026 tw_exc 1
71 tw 1962 tw_exc 1
71 tw 546 tw_exc 1
72 tw 2639 tw_exc 1
72 tw 2457 tw_exc 1
72 tw 1013 tw_exc 1
72 tw 56 tw_exc 1
72 tw 2620 tw_exc 1
72 tw 817 tw_exc 1
72 tw 1688 tw_exc 1
72 tw 2530 tw_exc 1
72 tw 2798 tw_exc 1
72 tw 2565 tw_exc 1
72 tw 346 tw_exc 1
72 tw 1452 tw_exc 1
72 tw 407 tw_exc 1
72 tw 1733 tw_exc 1
72 tw 1317 tw_exc 1
72 tw 1937 tw_exc 1
72 tw 2773 tw_exc 1
72 tw 271 tw_exc 1
73 tw 1922 tw_exc 1
73 tw 482 tw_exc 1
73 tw 63 tw_exc 1
73 tw 2386 tw_exc 1
73 tw 224 tw_exc 1
73 tw 2299 tw_exc 1
73 tw 2231 tw_exc 1
73 tw 1841 tw_exc 1
73 tw 2911 tw_exc 1
73 tw 2948 tw_exc 1
73 tw 2329 tw_exc 1
73 tw 730 tw_exc 1
73 tw 628 tw_exc 1
73 tw 1869 tw_exc 1
73 tw 66 tw_exc 1
73 tw 1484 tw_exc 1
73 tw 1755 tw_exc 1
73 tw 2217 tw_exc 1
73 tw 1581 tw_exc 1
74 tw 1590 tw_exc 1
74 tw 1643 tw_exc 1
74 tw 579 tw_exc 1
74 tw 1455 tw_exc 1
74 tw 2892 tw_exc 1
74 tw 2395 tw_exc 1
74 tw 552 tw_exc 1
74 tw 1157 tw_exc 1
74 tw 750 tw_exc 1
74 tw 1680 tw_exc 1
74 tw 205 tw_exc 1
74 tw 2127 tw_exc 1
74 tw 1368 tw_exc 1
74 tw 400 tw_exc 1
74 tw 1289 tw_exc 1
74 tw 1950 tw_exc 1
74 tw 2278 tw_exc 1
74 tw 2117 tw_exc 1
74 tw 1000 tw_exc 1
74 tw 908 tw_exc 1
74 tw 1095 tw_exc 1
74 tw 952 tw_exc 1
74 tw 2069 tw_exc 1
75 tw 534 tw_exc 1
75 tw 2457 tw_exc 1
75 tw 764 tw_exc 1
75 tw 1260 tw_exc 1
75 tw 2945 tw_exc 1
75 tw 2386 tw_exc 1
75 tw 1733 tw_exc 1
75 tw 2993 tw_exc 1
75 tw 2772 tw_exc 1
75 tw 2329 tw_exc 1
75 tw 315 tw_exc 1
75 tw 2798 tw_exc 1
75 tw 1258 tw_exc 1
75 tw 1729 tw_exc 1
75 tw 1071 tw_exc 1
75 tw 1922 tw_exc 1
75 tw 910 tw_exc 1
75 tw 1013 tw_exc 1
75 tw 843 tw_exc 1
75 tw 2530 tw_exc 1
76 tw 1216 tw_exc 1
76 tw 284 tw_exc 1
76 tw 755 tw_exc 1
76 tw 1368 tw_exc 1
76 tw 450 tw_exc 1
76 tw 2117 tw_exc 1
76 tw 247 tw_exc 1
76 tw 714 tw_exc 1
76 tw 952 tw_exc 1
76 tw 1658 tw_exc 1
76 tw 2368 tw_exc 1
76 tw 84 tw_exc 1
76 tw 99 tw_exc 1
76 tw 1555 tw_exc 1
76 tw 2740 tw_exc 1
76 tw 632 tw_exc 1
76 tw 2534 tw_exc 1
76 tw 2395 tw_exc 1
76 tw 1361 tw_exc 1
76 tw 2852 tw_exc 1
77 tw 2740 tw_exc 1
77 tw 2395 tw_exc 1
77 tw 1643 tw_exc 1
77 tw 1104 tw_exc 1
77 tw 1590 tw_exc 1
77 tw 2184 tw_exc 1
77 tw 2964 tw_exc 1
77 tw 284 tw_exc 1
77 tw 205 tw_exc 1
77 tw 400 tw_exc 1
77 tw 2040 tw_exc 1
77 tw 628 tw_exc 1
77 tw 1368 tw_exc 1
77 tw 522 tw_exc 1
77 tw 350 tw_exc 1
77 tw 1555 tw_exc 1
77 tw 1788 tw_exc 1
77 tw 307 tw_exc 1
77 tw 1179 tw_exc 1
78 tw 274 tw_exc 1
78 tw 788 tw_exc 1
78 tw 2704 tw_exc 1
78 tw 720 tw_exc 1
78 tw 1912 tw_exc 1
78 tw 2678 tw_exc 1
78 tw 600 tw_exc 1
78 tw 1481 tw_exc 1
78 tw 657 tw_exc 1
78 tw 1507 tw_exc 1
78 tw 718 tw_exc 1
78 tw 751 tw_exc 1
78 tw 1825 tw_exc 1
78 tw 1684 tw_exc 1
78 tw 2187 tw_exc 1
78 tw 2921 tw_exc 1
78 tw 1343 tw_exc 1
78 tw 2474 tw_exc 1
78 tw 161 tw_exc 1
78 tw 1629 tw_exc 1
78 tw 1456 tw_exc 1
78 tw 598 tw_exc 1
79 tw 2416 tw_exc 1
79 tw 2129 tw_exc 1
79 tw 2986 tw_exc 1
79 tw 1330 tw_exc 1
79 tw 2931 tw_exc 1
79 tw 1332 tw_exc 1
79 tw 1169 tw_exc 1
79 tw 124 tw_exc 1
79 tw 652 tw_exc 1
79 tw 108 tw_exc 1
79 tw 2356 tw_exc 1
79 tw 647 tw_exc 1
79 tw 2765 tw_exc 1
79 tw 604 tw_exc 1
79 tw 1346 tw_exc 1
79 tw 485 tw_exc 1
79 tw 2926 tw_exc 1
79 tw 2233 tw_exc 1
79 tw 2590 tw_exc 1
79 tw 215 tw_exc 1
79 tw 267 tw_exc 1
79 tw 2395 tw_exc 1
79 tw 1779 tw_exc 1
80 tw 2244 tw_exc 1
80 tw 479 tw_exc 1
80 tw 890 tw_exc 1
80 tw 1078 tw_exc 1
80 tw 1362 tw_exc 1
80 tw 2707 tw_exc 1
80 tw 2555 tw_exc 1
80 tw 1145 tw_exc 1
80 tw 1779 tw_exc 1
80 tw 2898 tw_exc 1
80 tw 2212 tw_exc 1
80 tw 348 tw_exc 1
80 tw 108 tw_exc 1
80 tw 43 tw_exc 1
80 tw 2935 tw_exc 1
80 tw 2356 tw_exc 1
80 tw 650 tw_exc 1
80 tw 124 tw_exc 1
80 tw 2938 tw_exc 1
81 tw 1540 tw_exc 1
81 tw 1039 tw_exc 1
81 tw 2885 tw_exc 1
81 tw 1810 tw_exc 1
81 tw 527 tw_exc 1
81 tw 2231 tw_exc 1
81 tw 1268 tw_exc 1
81 tw 874 tw_exc 1
81 tw 466 tw_exc 1
81 tw 2443 tw_exc 1
81 tw 1731 tw_exc 1
81 tw 2452 tw_exc 1
81 tw 1962 tw_exc 1
81 tw 1137 tw_exc 1
81 tw 671 tw_exc 1
81 tw 1298 tw_exc 1
81 tw 49 tw_exc 1
81 tw 1910 tw_exc 1
81 tw 535 tw_exc 1
81 tw 1451 tw_exc 1
81 tw 2394 tw_exc 1
81 tw 2084 tw_exc 1
82 tw 1901 tw_exc 8
82 tw 1108 tw_exc 8
82 tw 1995 tw_exc 8
82 tw 124 tw_exc 8
82 tw 2410 tw_exc 8
82 tw 450 tw_exc 8
82 tw 1028 tw_exc 8
82 tw 2707 tw_exc 8
82 tw 2736 tw_exc 8
82 tw 2127 tw_exc 8
82 tw 1342 tw_exc 8
82 tw 723 tw_exc 8
82 tw 1561 tw_exc 8
82 tw 205 tw_exc 8
82 tw 2395 tw_exc 8
82 tw 2233 tw_exc 8
82 tw 1763 tw_exc 8
82 tw 844 tw_exc 8
82 tw 2840 tw_exc 8
83 tw 307 tw_exc 1
83 tw 2433 tw_exc 1
83 tw 834 tw_exc 1
83 tw 2740 tw_exc 1
83 tw 1973 tw_exc 1
83 tw 1349 tw_exc 1
83 tw 2883 tw_exc 1
83 tw 110 tw_exc 1
83 tw 859 tw_exc 1
83 tw 628 tw_exc 1
83 tw 1519 tw_exc 1
83 tw 730 tw_exc 1
83 tw 2118 tw_exc 1
83 tw 761 tw_exc 1
83 tw 2880 tw_exc 1
83 tw 882 tw_exc 1
83 tw 2741 tw_exc 1
83 tw 1590 tw_exc 1
83 tw 2299 tw_exc 1
83 tw 2334 tw_exc 1
83 tw 1484 tw_exc 1
83 tw 522 tw_exc 1
83 tw 1713 tw_exc 1
84 tw 521 tw_exc 1
84 tw 2311 tw_exc 1
84 tw 1883 tw_exc 1
84 tw 671 tw_exc 1
84 tw 1910 tw_exc 1
84 tw 1962 tw_exc 1
84 tw 1731 tw_exc 1
84 tw 874 tw_exc 1
84 tw 2172 tw_exc 1
84 tw 1651 tw_exc 1
84 tw 1583 tw_exc 1
84 tw 2885 tw_exc 1
84 tw 466 tw_exc 1
84 tw 2421 tw_exc 1
84 tw 2511 tw_exc 1
84 tw 2353 tw_exc 1
84 tw 557 tw_exc 1
84 tw 1460 tw_exc 1
84 tw 630 tw_exc 1
85 tw 2527 tw_exc 16
85 tw 2386 tw_exc 16
85 tw 2886 tw_exc 16
85 tw 328 tw_exc 16
85 tw 1865 tw_exc 16
85 tw 2108 tw_exc 16
85 tw 1288 tw_exc 16
85 tw 71 tw_exc 16
85 tw 2940 tw_exc 16
85 tw 1688 tw_exc 16
85 tw 1508 tw_exc 16
85 tw 562 tw_exc 16
85 tw 2824 tw_exc 16
85 tw 427 tw_exc 16
85 tw 764 tw_exc 16
85 tw 534 tw_exc 16
85 tw 95 tw_exc 16
85 tw 1013 tw_exc 16
85 tw 2731 tw_exc 16
85 tw 1452 tw_exc 16
85 tw 2778 tw_exc 16
85 tw 1419 tw_exc 16
86 tw 913 tw_exc 1
86 tw 620 tw_exc 1
86 tw 2517 tw_exc 1
86 tw 1971 tw_exc 1
86 tw 986 tw_exc 1
86 tw 1825 tw_exc 1
86 tw 2413 tw_exc 1
86 tw 2709 tw_exc 1
86 tw 539 tw_exc 1
86 tw 2130 tw_exc 1
86 tw 2687 tw_exc 1
86 tw 554 tw_exc 1
86 tw 884 tw_exc 1
86 tw 25 tw_exc 1
86 tw 2747 tw_exc 1
86 tw 2537 tw_exc 1
