index src_type src_gid presyn_type N_syn
86 tw 1222 tw_exc 1
86 tw 1418 tw_exc 1
87 tw 2404 tw_exc 2
87 tw 1078 tw_exc 2
87 tw 2416 tw_exc 2
87 tw 124 tw_exc 2
87 tw 781 tw_exc 2
87 tw 1471 tw_exc 2
87 tw 1330 tw_exc 2
87 tw 1931 tw_exc 2
87 tw 1779 tw_exc 2
87 tw 2898 tw_exc 2
87 tw 479 tw_exc 2
87 tw 164 tw_exc 2
87 tw 472 tw_exc 2
87 tw 835 tw_exc 2
87 tw 2765 tw_exc 2
87 tw 2811 tw_exc 2
87 tw 2694 tw_exc 2
87 tw 875 tw_exc 2
88 tw 1484 tw_exc 1
88 tw 1104 tw_exc 1
88 tw 882 tw_exc 1
88 tw 2964 tw_exc 1
88 tw 1788 tw_exc 1
88 tw 1349 tw_exc 1
88 tw 307 tw_exc 1
88 tw 1833 tw_exc 1
88 tw 316 tw_exc 1
88 tw 1675 tw_exc 1
88 tw 2616 tw_exc 1
88 tw 1560 tw_exc 1
88 tw 552 tw_exc 1
88 tw 2368 tw_exc 1
88 tw 1831 tw_exc 1
88 tw 2118 tw_exc 1
88 tw 2783 tw_exc 1
88 tw 1368 tw_exc 1
89 tw 1931 tw_exc 16
89 tw 2971 tw_exc 16
89 tw 982 tw_exc 16
89 tw 1731 tw_exc 16
89 tw 2416 tw_exc 16
89 tw 1408 tw_exc 16
89 tw 1822 tw_exc 16
89 tw 1492 tw_exc 16
89 tw 396 tw_exc 16
89 tw 705 tw_exc 16
89 tw 472 tw_exc 16
89 tw 2000 tw_exc 16
89 tw 1876 tw_exc 16
89 tw 43 tw_exc 16
89 tw 907 tw_exc 16
89 tw 1769 tw_exc 16
89 tw 544 tw_exc 16
89 tw 1717 tw_exc 16
89 tw 810 tw_exc 16
89 tw 951 tw_exc 16
90 tw 1161 tw_exc 1
90 tw 1674 tw_exc 1
90 tw 1843 tw_exc 1
90 tw 723 tw_exc 1
90 tw 2590 tw_exc 1
90 tw 2436 tw_exc 1
90 tw 215 tw_exc 1
90 tw 946 tw_exc 1
90 tw 611 tw_exc 1
90 tw 994 tw_exc 1
90 tw 2765 tw_exc 1
90 tw 1487 tw_exc 1
90 tw 2553 tw_exc 1
90 tw 2983 tw_exc 1
90 tw 2470 tw_exc 1
90 tw 2489 tw_exc 1
90 tw 1754 tw_exc 1
90 tw 266 tw_exc 1
90 tw 164 tw_exc 1
90 tw 1000 tw_exc 1
90 tw 2694 tw_exc 1
90 tw 772 tw_exc 1
91 tw 463 tw_exc 4
91 tw 2026 tw_exc 4
91 tw 1849 tw_exc 4
91 tw 2443 tw_exc 4
91 tw 2085 tw_exc 4
91 tw 1910 tw_exc 4
91 tw 557 tw_exc 4
91 tw 1163 tw_exc 4
91 tw 2511 tw_exc 4
91 tw 2311 tw_exc 4
91 tw 544 tw_exc 4
91 tw 1583 tw_exc 4
91 tw 2885 tw_exc 4
91 tw 874 tw_exc 4
91 tw 1731 tw_exc 4
91 tw 1398 tw_exc 4
91 tw 466 tw_exc 4
91 tw 1689 tw_exc 4
91 tw 1039 tw_exc 4
92 tw 1368 tw_exc 1
92 tw 1643 tw_exc 1
92 tw 1656 tw_exc 1
92 tw 1200 tw_exc 1
92 tw 307 tw_exc 1
92 tw 350 tw_exc 1
92 tw 2184 tw_exc 1
92 tw 1788 tw_exc 1
92 tw 1793 tw_exc 1
92 tw 174 tw_exc 1
92 tw 1590 tw_exc 1
92 tw 844 tw_exc 1
92 tw 2255 tw_exc 1
92 tw 2741 tw_exc 1
92 tw 1950 tw_exc 1
92 tw 1104 tw_exc 1
92 tw 2410 tw_exc 1
92 tw 703 tw_exc 1
92 tw 1216 tw_exc 1
92 tw 2783 tw_exc 1
92 tw 2182 tw_exc 1
93 tw 320 tw_exc 1
93 tw 2069 tw_exc 1
93 tw 782 tw_exc 1
93 tw 632 tw_exc 1
93 tw 2935 tw_exc 1
93 tw 2259 tw_exc 1
93 tw 1169 tw_exc 1
93 tw 579 tw_exc 1
93 tw 2811 tw_exc 1
93 tw 2404 tw_exc 1
93 tw 1200 tw_exc 1
93 tw 750 tw_exc 1
93 tw 2395 tw_exc 1
93 tw 212 tw_exc 1
93 tw 119 tw_exc 1
93 tw 1643 tw_exc 1
93 tw 733 tw_exc 1
93 tw 647 tw_exc 1
93 tw 2840 tw_exc 1
93 tw 2938 tw_exc 1
93 tw 2983 tw_exc 1
93 tw 1332 tw_exc 1
93 tw 2410 tw_exc 1
94 tw 2517 tw_exc 1
94 tw 986 tw_exc 1
94 tw 1633 tw_exc 1
94 tw 2687 tw_exc 1
94 tw 1222 tw_exc 1
94 tw 2051 tw_exc 1
94 tw 84 tw_exc 1
94 tw 1349 tw_exc 1
94 tw 1912 tw_exc 1
94 tw 2067 tw_exc 1
94 tw 2184 tw_exc 1
94 tw 1656 tw_exc 1
94 tw 789 tw_exc 1
94 tw 161 tw_exc 1
94 tw 264 tw_exc 1
94 tw 728 tw_exc 1
94 tw 18 tw_exc 1
94 tw 913 tw_exc 1
94 tw 1515 tw_exc 1
95 tw 2940 tw_exc 1
95 tw 1013 tw_exc 1
95 tw 2759 tw_exc 1
95 tw 2184 tw_exc 1
95 tw 910 tw_exc 1
95 tw 1419 tw_exc 1
95 tw 1348 tw_exc 1
95 tw 2886 tw_exc 1
95 tw 1452 tw_exc 1
95 tw 920 tw_exc 1
95 tw 1752 tw_exc 1
95 tw 554 tw_exc 1
95 tw 1508 tw_exc 1
95 tw 755 tw_exc 1
95 tw 841 tw_exc 1
95 tw 1865 tw_exc 1
95 tw 2368 tw_exc 1
95 tw 1124 tw_exc 1
95 tw 2517 tw_exc 1
96 tw 2728 tw_exc 1
96 tw 2354 tw_exc 1
96 tw 782 tw_exc 1
96 tw 212 tw_exc 1
96 tw 2470 tw_exc 1
96 tw 1487 tw_exc 1
96 tw 237 tw_exc 1
96 tw 2624 tw_exc 1
96 tw 579 tw_exc 1
96 tw 1244 tw_exc 1
96 tw 266 tw_exc 1
96 tw 1330 tw_exc 1
96 tw 2553 tw_exc 1
96 tw 1754 tw_exc 1
96 tw 2278 tw_exc 1
96 tw 2007 tw_exc 1
96 tw 2903 tw_exc 1
96 tw 2965 tw_exc 1
96 tw 585 tw_exc 1
96 tw 2077 tw_exc 1
96 tw 887 tw_exc 1
97 tw 705 tw_exc 1
97 tw 1810 tw_exc 1
97 tw 2388 tw_exc 1
97 tw 2707 tw_exc 1
97 tw 144 tw_exc 1
97 tw 1731 tw_exc 1
97 tw 1057 tw_exc 1
97 tw 2375 tw_exc 1
97 tw 2233 tw_exc 1
97 tw 1168 tw_exc 1
97 tw 2416 tw_exc 1
97 tw 1931 tw_exc 1
97 tw 388 tw_exc 1
97 tw 875 tw_exc 1
97 tw 2404 tw_exc 1
97 tw 2513 tw_exc 1
97 tw 2356 tw_exc 1
97 tw 2387 tw_exc 1
97 tw 2399 tw_exc 1
97 tw 2926 tw_exc 1
97 tw 2353 tw_exc 1
97 tw 835 tw_exc 1
97 tw 1472 tw_exc 1
98 tw 2740 tw_exc 8
98 tw 2999 tw_exc 8
98 tw 149 tw_exc 8
98 tw 1973 tw_exc 8
98 tw 751 tw_exc 8
98 tw 141 tw_exc 8
98 tw 1455 tw_exc 8
98 tw 2187 tw_exc 8
98 tw 1814 tw_exc 8
98 tw 2040 tw_exc 8
98 tw 2741 tw_exc 8
98 tw 2346 tw_exc 8
98 tw 2151 tw_exc 8
98 tw 1842 tw_exc 8
98 tw 1160 tw_exc 8
98 tw 2424 tw_exc 8
98 tw 1234 tw_exc 8
98 tw 1971 tw_exc 8
98 tw 2067 tw_exc 8
99 tw 1124 tw_exc 1
99 tw 628 tw_exc 1
99 tw 1035 tw_exc 1
99 tw 25 tw_exc 1
99 tw 1752 tw_exc 1
99 tw 1143 tw_exc 1
99 tw 307 tw_exc 1
99 tw 2136 tw_exc 1
99 tw 1555 tw_exc 1
99 tw 482 tw_exc 1
99 tw 1793 tw_exc 1
99 tw 522 tw_exc 1
99 tw 2759 tw_exc 1
99 tw 2368 tw_exc 1
99 tw 2778 tw_exc 1
99 tw 316 tw_exc 1
99 tw 2799 tw_exc 1
99 tw 1675 tw_exc 1
99 tw 1068 tw_exc 1
100 tw 1228 tw_exc 1
100 tw 1870 tw_exc 1
100 tw 2209 tw_exc 1
100 tw 1931 tw_exc 1
100 tw 2513 tw_exc 1
100 tw 875 tw_exc 1
100 tw 1731 tw_exc 1
100 tw 646 tw_exc 1
100 tw 2707 tw_exc 1
100 tw 2489 tw_exc 1
100 tw 388 tw_exc 1
100 tw 2694 tw_exc 1
100 tw 2404 tw_exc 1
100 tw 108 tw_exc 1
100 tw 1876 tw_exc 1
100 tw 813 tw_exc 1
100 tw 842 tw_exc 1
100 tw 124 tw_exc 1
100 tw 2926 tw_exc 1
100 tw 2416 tw_exc 1
101 tw 2803 tw_exc 1
101 tw 2553 tw_exc 1
101 tw 2552 tw_exc 1
101 tw 212 tw_exc 1
101 tw 2456 tw_exc 1
101 tw 1108 tw_exc 1
101 tw 782 tw_exc 1
101 tw 320 tw_exc 1
101 tw 772 tw_exc 1
101 tw 1332 tw_exc 1
101 tw 1494 tw_exc 1
101 tw 2436 tw_exc 1
101 tw 2983 tw_exc 1
101 tw 1826 tw_exc 1
101 tw 1727 tw_exc 1
101 tw 2965 tw_exc 1
101 tw 1487 tw_exc 1
101 tw 2470 tw_exc 1
101 tw 2590 tw_exc 1
101 tw 76 tw_exc 1
101 tw 1036 tw_exc 1
102 tw 1530 tw_exc 16
102 tw 2375 tw_exc 16
102 tw 2353 tw_exc 16
102 tw 96 tw_exc 16
102 tw 2143 tw_exc 16
102 tw 1488 tw_exc 16
102 tw 472 tw_exc 16
102 tw 705 tw_exc 16
102 tw 2465 tw_exc 16
102 tw 1333 tw_exc 16
102 tw 2196 tw_exc 16
102 tw 1057 tw_exc 16
102 tw 1717 tw_exc 16
102 tw 1083 tw_exc 16
102 tw 1835 tw_exc 16
102 tw 818 tw_exc 16
102 tw 544 tw_exc 16
102 tw 1583 tw_exc 16
102 tw 2209 tw_exc 16
102 tw 527 tw_exc 16
102 tw 67 tw_exc 16
103 tw 601 tw_exc 1
103 tw 671 tw_exc 1
103 tw 2097 tw_exc 1
103 tw 335 tw_exc 1
103 tw 179 tw_exc 1
103 tw 1137 tw_exc 1
103 tw 1699 tw_exc 1
103 tw 1366 tw_exc 1
103 tw 1594 tw_exc 1
103 tw 1702 tw_exc 1
103 tw 1246 tw_exc 1
103 tw 546 tw_exc 1
103 tw 63 tw_exc 1
103 tw 1608 tw_exc 1
103 tw 969 tw_exc 1
103 tw 1127 tw_exc 1
103 tw 535 tw_exc 1
103 tw 230 tw_exc 1
103 tw 1962 tw_exc 1
103 tw 2394 tw_exc 1
103 tw 797 tw_exc 1
103 tw 521 tw_exc 1
104 tw 25 tw_exc 1
104 tw 2940 tw_exc 1
104 tw 1752 tw_exc 1
104 tw 1508 tw_exc 1
104 tw 1349 tw_exc 1
104 tw 2687 tw_exc 1
104 tw 1452 tw_exc 1
104 tw 755 tw_exc 1
104 tw 2111 tw_exc 1
104 tw 1559 tw_exc 1
104 tw 2747 tw_exc 1
104 tw 910 tw_exc 1
104 tw 1677 tw_exc 1
104 tw 321 tw_exc 1
104 tw 1442 tw_exc 1
104 tw 751 tw_exc 1
104 tw 2067 tw_exc 1
104 tw 841 tw_exc 1
104 tw 2184 tw_exc 1
105 tw 2950 tw_exc 1
105 tw 1289 tw_exc 1
105 tw 2525 tw_exc 1
105 tw 2892 tw_exc 1
105 tw 574 tw_exc 1
105 tw 360 tw_exc 1
105 tw 247 tw_exc 1
105 tw 822 tw_exc 1
105 tw 205 tw_exc 1
105 tw 98 tw_exc 1
105 tw 1479 tw_exc 1
105 tw 750 tw_exc 1
105 tw 2126 tw_exc 1
105 tw 1121 tw_exc 1
105 tw 423 tw_exc 1
105 tw 1541 tw_exc 1
105 tw 1435 tw_exc 1
105 tw 1456 tw_exc 1
105 tw 908 tw_exc 1
105 tw 1658 tw_exc 1
105 tw 1653 tw_exc 1
106 tw 482 tw_exc 4
106 tw 383 tw_exc 4
106 tw 2386 tw_exc 4
106 tw 1841 tw_exc 4
106 tw 219 tw_exc 4
106 tw 458 tw_exc 4
106 tw 2798 tw_exc 4
106 tw 408 tw_exc 4
106 tw 1304 tw_exc 4
106 tw 2406 tw_exc 4
106 tw 2417 tw_exc 4
106 tw 2529 tw_exc 4
106 tw 427 tw_exc 4
106 tw 1937 tw_exc 4
106 tw 2108 tw_exc 4
106 tw 1755 tw_exc 4
106 tw 315 tw_exc 4
106 tw 1878 tw_exc 4
106 tw 1484 tw_exc 4
106 tw 1922 tw_exc 4
106 tw 1260 tw_exc 4
106 tw 50 tw_exc 4
106 tw 1288 tw_exc 4
107 tw 1560 tw_exc 1
107 tw 1071 tw_exc 1
107 tw 2886 tw_exc 1
107 tw 482 tw_exc 1
107 tw 1288 tw_exc 1
107 tw 2417 tw_exc 1
107 tw 2136 tw_exc 1
107 tw 2003 tw_exc 1
107 tw 2919 tw_exc 1
107 tw 2386 tw_exc 1
107 tw 2820 tw_exc 1
107 tw 1755 tw_exc 1
107 tw 50 tw_exc 1
107 tw 1733 tw_exc 1
107 tw 427 tw_exc 1
107 tw 1675 tw_exc 1
107 tw 447 tw_exc 1
107 tw 1878 tw_exc 1
107 tw 775 tw_exc 1
107 tw 403 tw_exc 1
107 tw 2118 tw_exc 1
108 tw 852 tw_exc 1
108 tw 1169 tw_exc 1
108 tw 2404 tw_exc 1
108 tw 2255 tw_exc 1
108 tw 2395 tw_exc 1
108 tw 1763 tw_exc 1
108 tw 2926 tw_exc 1
108 tw 2736 tw_exc 1
108 tw 485 tw_exc 1
108 tw 1561 tw_exc 1
108 tw 2339 tw_exc 1
108 tw 733 tw_exc 1
108 tw 1643 tw_exc 1
108 tw 2233 tw_exc 1
108 tw 2410 tw_exc 1
108 tw 1216 tw_exc 1
108 tw 908 tw_exc 1
108 tw 950 tw_exc 1
108 tw 2923 tw_exc 1
108 tw 1436 tw_exc 1
108 tw 1228 tw_exc 1
109 tw 1582 tw_exc 1
109 tw 348 tw_exc 1
109 tw 1779 tw_exc 1
109 tw 2359 tw_exc 1
109 tw 2000 tw_exc 1
109 tw 164 tw_exc 1
109 tw 705 tw_exc 1
109 tw 1471 tw_exc 1
109 tw 396 tw_exc 1
109 tw 1437 tw_exc 1
109 tw 2489 tw_exc 1
109 tw 1696 tw_exc 1
109 tw 1362 tw_exc 1
109 tw 531 tw_exc 1
109 tw 479 tw_exc 1
109 tw 2694 tw_exc 1
109 tw 1408 tw_exc 1
109 tw 1078 tw_exc 1
109 tw 842 tw_exc 1
109 tw 652 tw_exc 1
109 tw 647 tw_exc 1
109 tw 1876 tw_exc 1
109 tw 2416 tw_exc 1
110 tw 522 tw_exc 1
110 tw 174 tw_exc 1
110 tw 1865 tw_exc 1
110 tw 1179 tw_exc 1
110 tw 516 tw_exc 1
110 tw 2527 tw_exc 1
110 tw 628 tw_exc 1
110 tw 1368 tw_exc 1
110 tw 852 tw_exc 1
110 tw 350 tw_exc 1
110 tw 1704 tw_exc 1
110 tw 1348 tw_exc 1
110 tw 2799 tw_exc 1
110 tw 284 tw_exc 1
110 tw 1833 tw_exc 1
110 tw 1675 tw_exc 1
110 tw 841 tw_exc 1
110 tw 2334 tw_exc 1
111 tw 723 tw_exc 4
111 tw 119 tw_exc 4
111 tw 652 tw_exc 4
111 tw 2765 tw_exc 4
111 tw 1870 tw_exc 4
111 tw 2986 tw_exc 4
111 tw 1437 tw_exc 4
111 tw 2555 tw_exc 4
111 tw 1330 tw_exc 4
111 tw 2835 tw_exc 4
111 tw 2694 tw_exc 4
111 tw 2163 tw_exc 4
111 tw 1184 tw_exc 4
111 tw 1766 tw_exc 4
111 tw 2673 tw_exc 4
111 tw 1779 tw_exc 4
111 tw 2707 tw_exc 4
111 tw 2923 tw_exc 4
111 tw 2470 tw_exc 4
111 tw 1161 tw_exc 4
111 tw 1674 tw_exc 4
111 tw 2931 tw_exc 4
111 tw 1346 tw_exc 4
112 tw 2778 tw_exc 1
112 tw 2329 tw_exc 1
112 tw 2417 tw_exc 1
112 tw 2993 tw_exc 1
112 tw 947 tw_exc 1
112 tw 61 tw_exc 1
112 tw 482 tw_exc 1
112 tw 775 tw_exc 1
112 tw 338 tw_exc 1
112 tw 56 tw_exc 1
112 tw 2386 tw_exc 1
112 tw 2264 tw_exc 1
112 tw 315 tw_exc 1
112 tw 50 tw_exc 1
112 tw 534 tw_exc 1
112 tw 2136 tw_exc 1
112 tw 2406 tw_exc 1
112 tw 403 tw_exc 1
113 tw 1358 tw_exc 1
113 tw 656 tw_exc 1
113 tw 2388 tw_exc 1
113 tw 1824 tw_exc 1
113 tw 557 tw_exc 1
113 tw 226 tw_exc 1
113 tw 1835 tw_exc 1
113 tw 228 tw_exc 1
113 tw 2482 tw_exc 1
113 tw 1083 tw_exc 1
113 tw 1651 tw_exc 1
113 tw 67 tw_exc 1
113 tw 1822 tw_exc 1
113 tw 1026 tw_exc 1
113 tw 874 tw_exc 1
113 tw 1810 tw_exc 1
113 tw 335 tw_exc 1
113 tw 2196 tw_exc 1
113 tw 1717 tw_exc 1
114 tw 522 tw_exc 1
114 tw 2602 tw_exc 1
114 tw 1793 tw_exc 1
114 tw 908 tw_exc 1
114 tw 110 tw_exc 1
114 tw 703 tw_exc 1
114 tw 2740 tw_exc 1
114 tw 1368 tw_exc 1
114 tw 2741 tw_exc 1
114 tw 2953 tw_exc 1
114 tw 889 tw_exc 1
114 tw 1160 tw_exc 1
114 tw 2368 tw_exc 1
114 tw 1289 tw_exc 1
114 tw 264 tw_exc 1
114 tw 1680 tw_exc 1
114 tw 2534 tw_exc 1
114 tw 1342 tw_exc 1
115 tw 2462 tw_exc 1
115 tw 360 tw_exc 1
115 tw 1541 tw_exc 1
115 tw 2347 tw_exc 1
115 tw 2987 tw_exc 1
115 tw 2921 tw_exc 1
115 tw 699 tw_exc 1
115 tw 1814 tw_exc 1
115 tw 2152 tw_exc 1
115 tw 1997 tw_exc 1
115 tw 574 tw_exc 1
115 tw 406 tw_exc 1
115 tw 651 tw_exc 1
115 tw 1435 tw_exc 1
115 tw 73 tw_exc 1
115 tw 1658 tw_exc 1
115 tw 2126 tw_exc 1
115 tw 1455 tw_exc 1
115 tw 1481 tw_exc 1
115 tw 2723 tw_exc 1
115 tw 2525 tw_exc 1
115 tw 2159 tw_exc 1
115 tw 2474 tw_exc 1
116 tw 723 tw_exc 1
116 tw 517 tw_exc 1
116 tw 1471 tw_exc 1
116 tw 1184 tw_exc 1
116 tw 2867 tw_exc 1
116 tw 2888 tw_exc 1
116 tw 1597 tw_exc 1
116 tw 2811 tw_exc 1
116 tw 946 tw_exc 1
116 tw 2684 tw_exc 1
116 tw 647 tw_exc 1
116 tw 1870 tw_exc 1
116 tw 2213 tw_exc 1
116 tw 2219 tw_exc 1
116 tw 2938 tw_exc 1
116 tw 2623 tw_exc 1
116 tw 2558 tw_exc 1
116 tw 675 tw_exc 1
116 tw 842 tw_exc 1
116 tw 1843 tw_exc 1
116 tw 2027 tw_exc 1
116 tw 2506 tw_exc 1
117 tw 2935 tw_exc 1
117 tw 2212 tw_exc 1
117 tw 228 tw_exc 1
117 tw 604 tw_exc 1
117 tw 1145 tw_exc 1
117 tw 1870 tw_exc 1
117 tw 2000 tw_exc 1
117 tw 544 tw_exc 1
117 tw 1931 tw_exc 1
117 tw 705 tw_exc 1
117 tw 164 tw_exc 1
117 tw 2465 tw_exc 1
117 tw 124 tw_exc 1
117 tw 2259 tw_exc 1
117 tw 108 tw_exc 1
117 tw 1330 tw_exc 1
117 tw 1333 tw_exc 1
117 tw 1528 tw_exc 1
117 tw 2694 tw_exc 1
117 tw 2233 tw_exc 1
118 tw 2467 tw_exc 4
118 tw 1842 tw_exc 4
118 tw 1000 tw_exc 4
118 tw 632 tw_exc 4
118 tw 1181 tw_exc 4
118 tw 89 tw_exc 4
118 tw 750 tw_exc 4
118 tw 1219 tw_exc 4
118 tw 1766 tw_exc 4
118 tw 267 tw_exc 4
118 tw 782 tw_exc 4
118 tw 2127 tw_exc 4
118 tw 237 tw_exc 4
118 tw 574 tw_exc 4
118 tw 2072 tw_exc 4
118 tw 1747 tw_exc 4
118 tw 212 tw_exc 4
118 tw 575 tw_exc 4
118 tw 1289 tw_exc 4
118 tw 2903 tw_exc 4
119 tw 46 tw_exc 1
119 tw 1587 tw_exc 1
119 tw 1181 tw_exc 1
119 tw 750 tw_exc 1
119 tw 1988 tw_exc 1
119 tw 2903 tw_exc 1
119 tw 1036 tw_exc 1
119 tw 1108 tw_exc 1
119 tw 282 tw_exc 1
119 tw 1405 tw_exc 1
119 tw 2721 tw_exc 1
119 tw 1157 tw_exc 1
119 tw 2072 tw_exc 1
119 tw 2892 tw_exc 1
119 tw 98 tw_exc 1
119 tw 89 tw_exc 1
119 tw 644 tw_exc 1
119 tw 76 tw_exc 1
119 tw 1361 tw_exc 1
119 tw 1476 tw_exc 1
